origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
6,14,27,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
10,20,4,"hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
11,19,4,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","melissa, tha, thh, tte, thi, dot, ing, ere, thee","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
18,10,2,"jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
20,27,19,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","melissa, tha, thh, tte, thi, dot, ing, ere, thee"
4,13,8,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
19,28,6,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
11,15,14,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
2,19,26,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","melissa, tha, thh, tte, thi, dot, ing, ere, thee","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
23,18,23,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
20,20,12,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
13,12,5,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
18,26,10,"jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
29,14,23,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
20,5,3,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","gonna, que, kitchen, color, las, hoveround, para, chair, una"
14,23,2,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
4,18,10,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
5,0,27,"cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
8,6,0,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
16,16,7,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
23,24,26,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
28,7,0,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
26,11,6,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
26,18,4,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
7,13,23,"gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
28,10,14,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
27,4,7,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","tavis, kennedy, film, lincoln, character, art, audience, movies, song","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
6,17,11,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","baseball, nbc, league, giants, score, inning, hits, yards, animals","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
24,6,6,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
21,22,10,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
28,18,7,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
15,4,27,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","tavis, kennedy, film, lincoln, character, art, audience, movies, song","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
24,15,6,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
4,13,11,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
25,13,27,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
13,29,12,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
24,2,19,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","melissa, tha, thh, tte, thi, dot, ing, ere, thee"
0,8,4,"abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
1,21,22,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
18,25,28,"jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
22,25,7,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
9,18,7,"delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
8,13,7,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
28,6,29,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
29,14,22,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
20,23,14,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
22,13,26,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
19,25,25,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
12,2,24,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
26,11,12,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
15,0,25,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
21,28,18,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa"
20,10,4,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
24,8,9,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
28,12,14,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
15,15,28,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
5,4,7,"cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","tavis, kennedy, film, lincoln, character, art, audience, movies, song","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
13,22,25,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
6,0,25,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
10,11,29,"hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
13,5,20,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
27,18,19,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","melissa, tha, thh, tte, thi, dot, ing, ere, thee"
9,7,26,"delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
